build_id,ship_name,upgrade_name
5975,Munificent-class Comms Frigate (70),TI-99 (4)
5975,Munificent-class Comms Frigate (70),Reserve Hangar Deck (4)
5975,Munificent-class Comms Frigate (70),Linked Turbolaser Towers (7)
5976,Assault Frigate Mark II B (72),Walex Blissex (5)
5976,Assault Frigate Mark II B (72),Flight Controllers (6)
5976,Assault Frigate Mark II B (72),Boosted Comms (4)
5976,Assault Frigate Mark II B (72),Electronic Countermeasures (7)
5976,Assault Frigate Mark II B (72),Linked Turbolaser Towers (7)
5977,Assault Frigate Mark II B (72),Gallant Haven (8)
5977,Assault Frigate Mark II B (72),Lando Calrissian (4)
5977,Assault Frigate Mark II B (72),Flight Controllers (6)
5977,Assault Frigate Mark II B (72),Boosted Comms (4)
5977,Assault Frigate Mark II B (72),Electronic Countermeasures (7)
5977,Assault Frigate Mark II B (72),Linked Turbolaser Towers (7)
5978,CR90 Corvette A (44),Jaina's Light (5)
5978,CR90 Corvette A (44),Major Derlin (7)
5978,CR90 Corvette A (44),Engine Techs (8)
5978,CR90 Corvette A (44),Cluster Bombs (5)
5978,CR90 Corvette A (44),Linked Turbolaser Towers (7)
5979,MC80 Star Cruiser (96),Mon Karren (6)
5979,MC80 Star Cruiser (96),Raymus Antilles (7)
5979,MC80 Star Cruiser (96),Gunnery Team (7)
5979,MC80 Star Cruiser (96),Nav Team (4)
5979,MC80 Star Cruiser (96),Point Defense Ion Cannons (6)
5979,MC80 Star Cruiser (96),Spinal Armament (9)
5979,MC80 Star Cruiser (96),Linked Turbolaser Towers (7)
5980,Victory II-class Star Destroyer (80),Admiral Ozzel (20)
5980,Victory II-class Star Destroyer (80),Harrow (3)
5980,Victory II-class Star Destroyer (80),Minister Tua (2)
5980,Victory II-class Star Destroyer (80),Veteran Gunners (5)
5980,Victory II-class Star Destroyer (80),Engine Techs (8)
5980,Victory II-class Star Destroyer (80),Electronic Countermeasures (7)
5980,Victory II-class Star Destroyer (80),Disposable Capacitors (3)
5980,Victory II-class Star Destroyer (80),Heavy Ion Emplacements (9)
5980,Victory II-class Star Destroyer (80),Quad Battery Turrets (5)
5981,Gladiator I-class Star Destroyer (56),Demolisher (10)
5981,Gladiator I-class Star Destroyer (56),Hondo Ohnaka (2)
5981,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
5981,Gladiator I-class Star Destroyer (56),Engine Techs (8)
5981,Gladiator I-class Star Destroyer (56),External Racks (4)
5982,Onager-class Testbed (116),Governor Pryce (6)
5982,Onager-class Testbed (116),Sensor Team (5)
5982,Onager-class Testbed (116),Veteran Gunners (5)
5982,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
5983,Imperial Star Destroyer Kuat Refit (112),Admiral Ozzel (2)
5983,Imperial Star Destroyer Kuat Refit (112),Boarding Troopers (3)
5983,Imperial Star Destroyer Kuat Refit (112),Electronic Countermeasures (7)
5983,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
5983,Imperial Star Destroyer Kuat Refit (112),External Racks (4)
5984,Imperial II-class Star Destroyer (120),Relentless (3)
5984,Imperial II-class Star Destroyer (120),Director Krennic (8)
5984,Imperial II-class Star Destroyer (120),Gunnery Team (7)
5984,Imperial II-class Star Destroyer (120),Early Warning System (7)
5984,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
5984,Imperial II-class Star Destroyer (120),Spinal Armament (9)
5985,Onager-class Star Destroyer (120),Sunder (10)
5985,Onager-class Star Destroyer (120),Governor Pryce (6)
5985,Onager-class Star Destroyer (120),Ordnance Experts (4)
5985,Onager-class Star Destroyer (120),Orbital Bombardment Particle Cannons (5)
5986,Starhawk-class Battleship Mark I (140),Concord (12)
5986,Starhawk-class Battleship Mark I (140),Raymus Antilles (7)
5986,Starhawk-class Battleship Mark I (140),Walex Blissex (5)
5986,Starhawk-class Battleship Mark I (140),Caitken and Shollan (6)
5986,Starhawk-class Battleship Mark I (140),Phylon Q7 Tractor Beams (6)
5986,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
5986,Starhawk-class Battleship Mark I (140),Linked Turbolaser Towers (7)
5986,Starhawk-class Battleship Mark I (140),Magnite Crystal Tractor Beam Array (10)
5987,Nebulon-B Escort Frigate (57),Vanguard (4)
5987,Nebulon-B Escort Frigate (57),Skilled First Officer (1)
5987,Nebulon-B Escort Frigate (57),Fighter Coordination Team (3)
5987,Nebulon-B Escort Frigate (57),Ruthless Strategists (4)
5987,Nebulon-B Escort Frigate (57),Linked Turbolaser Towers (7)
5988,Recusant-class Support Destroyer (90),Tikkes (2)
5988,Recusant-class Support Destroyer (90),Flight Controllers (6)
5988,Recusant-class Support Destroyer (90),Boosted Comms (4)
5988,Recusant-class Support Destroyer (90),Reserve Hangar Deck (4)
5988,Recusant-class Support Destroyer (90),Linked Turbolaser Towers (7)
5989,Recusant-class Support Destroyer (90),Patriot Fist (6)
5989,Recusant-class Support Destroyer (90),Rune Haako (4)
5989,Recusant-class Support Destroyer (90),Flight Controllers (6)
5989,Recusant-class Support Destroyer (90),Boosted Comms (4)
5989,Recusant-class Support Destroyer (90),Reserve Hangar Deck (4)
5989,Recusant-class Support Destroyer (90),Linked Turbolaser Towers (7)
5990,Recusant-class Support Destroyer (90),Nova Defiant (4)
5990,Recusant-class Support Destroyer (90),T-series Tactical Droid (4)
5990,Recusant-class Support Destroyer (90),Flight Controllers (6)
5990,Recusant-class Support Destroyer (90),Boosted Comms (4)
5990,Recusant-class Support Destroyer (90),Linked Turbolaser Towers (7)
5991,Recusant-class Light Destroyer (85),Patriot Fist (6)
5991,Recusant-class Light Destroyer (85),Shu Mai (4)
5991,Recusant-class Light Destroyer (85),Veteran Gunners (5)
5991,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
5991,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
5992,Providence-class Carrier {REB} (95),Raymus Antilles (7)
5992,Providence-class Carrier {REB} (95),Major Derlin (7)
5992,Providence-class Carrier {REB} (95),Ordnance Experts (4)
5992,Providence-class Carrier {REB} (95),Veteran Gunners (5)
5992,Providence-class Carrier {REB} (95),Auxiliary Shields Team (3)
5992,Providence-class Carrier {REB} (95),Engineering Team (3)
5992,Providence-class Carrier {REB} (95),Quad Laser Turrets (5)
5993,Starhawk-class Battleship Mark I (140),Unity (10)
5993,Starhawk-class Battleship Mark I (140),Walex Blissex (5)
5993,Starhawk-class Battleship Mark I (140),Expert Shield Tech (5)
5993,Starhawk-class Battleship Mark I (140),Ordnance Experts (4)
5993,Starhawk-class Battleship Mark I (140),Quad Laser Turrets (5)
5993,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
5993,Starhawk-class Battleship Mark I (140),Linked Turbolaser Towers (7)
5994,Venator II-class Star Destroyer (100),Tranquility (7)
5994,Venator II-class Star Destroyer (100),Clone Navigation Officer (4)
5994,Venator II-class Star Destroyer (100),Flight Controllers (6)
5994,Venator II-class Star Destroyer (100),Flag Bridge (0)
5994,Venator II-class Star Destroyer (100),Thermal Shields (5)
5994,Venator II-class Star Destroyer (100),Mercy Mission (5)
5995,Pelta-class Medical Frigate (49),Fighter Coordination Team (3)
5995,Pelta-class Medical Frigate (49),Boosted Comms (4)
5995,Pelta-class Medical Frigate (49),Bomber Command Center (8)
5996,MC30c Torpedo Frigate (63),Foresight (10)
5996,MC30c Torpedo Frigate (63),Expert Shield Tech (5)
5996,MC30c Torpedo Frigate (63),Ordnance Experts (4)
5996,MC30c Torpedo Frigate (63),Electronic Countermeasures (7)
5996,MC30c Torpedo Frigate (63),Assault Proton Torpedoes (4)
5996,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
5997,CR90 Corvette B (39),Jaina's Light (5)
5997,CR90 Corvette B (39),Hondo Ohnaka (2)
5997,CR90 Corvette B (39),MS-1 Ion Cannon (2)
5998,Munificent-class Star Frigate (73),Skilled First Officer (1)
5998,Munificent-class Star Frigate (73),Projection Experts (6)
5998,Munificent-class Star Frigate (73),Thermal Shields (5)
5998,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
5998,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
5999,Munificent-class Star Frigate (73),Skilled First Officer (1)
5999,Munificent-class Star Frigate (73),Projection Experts (6)
5999,Munificent-class Star Frigate (73),Thermal Shields (5)
5999,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
5999,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
6000,Assault Frigate Mark II B (72),Veteran Gunners (5)
6000,Assault Frigate Mark II B (72),Linked Turbolaser Towers (7)
6001,Modified Pelta-class Assault Ship (56),Raymus Antilles (7)
6001,Modified Pelta-class Assault Ship (56),Intensify Firepower! (6)
6002,Starhawk-class Battleship Mark II (150),Unity (10)
6002,Starhawk-class Battleship Mark II (150),Expert Shield Tech (5)
6002,Starhawk-class Battleship Mark II (150),Walex Blissex (5)
6002,Starhawk-class Battleship Mark II (150),Local Fire Control (4)
6002,Starhawk-class Battleship Mark II (150),Point Defense Ion Cannons (6)
6002,Starhawk-class Battleship Mark II (150),Linked Turbolaser Towers (7)
6003,CR90 Corvette A (44),Jaina's Light (5)
6003,CR90 Corvette A (44),Ezra Bridger (3)
6003,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
6004,Imperial Star Destroyer Cymoon 1 Refit (112),Governor Pryce (6)
6004,Imperial Star Destroyer Cymoon 1 Refit (112),Gunnery Team (7)
6004,Imperial Star Destroyer Cymoon 1 Refit (112),Reserve Hangar Deck (4)
6004,Imperial Star Destroyer Cymoon 1 Refit (112),XI7 Turbolasers (6)
6004,Imperial Star Destroyer Cymoon 1 Refit (112),Spinal Armament (9)
6004,Imperial Star Destroyer Cymoon 1 Refit (112),Take Evasive Action! (6)
6005,Imperial Star Destroyer Kuat Refit (112),Devastator (10)
6005,Imperial Star Destroyer Kuat Refit (112),Commander Vanto (7)
6005,Imperial Star Destroyer Kuat Refit (112),Boarding Troopers (3)
6005,Imperial Star Destroyer Kuat Refit (112),Electronic Countermeasures (7)
6005,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
6005,Imperial Star Destroyer Kuat Refit (112),External Racks (4)
6006,Imperial I-class Star Destroyer (110),Sovereign (4)
6006,Imperial I-class Star Destroyer (110),Minister Tua (2)
6006,Imperial I-class Star Destroyer (110),Veteran Gunners (5)
6006,Imperial I-class Star Destroyer (110),Electronic Countermeasures (7)
6006,Imperial I-class Star Destroyer (110),Point Defense Ion Cannons (6)
6007,Gladiator I-class Star Destroyer (56),Demolisher (10)
6007,Gladiator I-class Star Destroyer (56),Iden Versio (6)
6007,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
6007,Gladiator I-class Star Destroyer (56),Engine Techs (8)
6007,Gladiator I-class Star Destroyer (56),Assault Proton Torpedoes (4)
6008,MC80 Star Cruiser (96),Lando Calrissian (4)
6008,MC80 Star Cruiser (96),Engine Techs (8)
6008,MC80 Star Cruiser (96),Point Defense Ion Cannons (6)
6008,MC80 Star Cruiser (96),XI7 Turbolasers (6)
6009,MC75 Armored Cruiser (99),Profundity (7)
6009,MC75 Armored Cruiser (99),Walex Blissex (5)
6009,MC75 Armored Cruiser (99),Boarding Troopers (3)
6009,MC75 Armored Cruiser (99),Electronic Countermeasures (7)
6009,MC75 Armored Cruiser (99),External Racks (4)
6009,MC75 Armored Cruiser (99),Point Defense Ion Cannons (6)
6009,MC75 Armored Cruiser (99),Quad Battery Turrets (5)
6010,Star Dreadnought Assault Prototype (250),Ravager (4)
6010,Star Dreadnought Assault Prototype (250),Emperor Palpatine (3)
6010,Star Dreadnought Assault Prototype (250),Commander Vanto (7)
6010,Star Dreadnought Assault Prototype (250),Damage Control Officer (3)
6010,Star Dreadnought Assault Prototype (250),Gunnery Team (7)
6010,Star Dreadnought Assault Prototype (250),Point-Defense Reroute (5)
6010,Star Dreadnought Assault Prototype (250),Quad Laser Turrets (5)
6010,Star Dreadnought Assault Prototype (250),Leading Shots (5)
6010,Star Dreadnought Assault Prototype (250),SW-7 Ion Batteries (5)
6010,Star Dreadnought Assault Prototype (250),XX-9 Turbolasers (2)
6010,Star Dreadnought Assault Prototype (250),XI7 Turbolasers (6)
6011,Gozanti-class Cruisers (23),Darth Vader (4)
6011,Gozanti-class Cruisers (23),Comms Net (2)
6012,Imperial Star Destroyer Kuat Refit (112),Captain Brunson (9)
6012,Imperial Star Destroyer Kuat Refit (112),Veteran Gunners (5)
6012,Imperial Star Destroyer Kuat Refit (112),Reserve Hangar Deck (4)
6012,Imperial Star Destroyer Kuat Refit (112),Electronic Countermeasures (7)
6012,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
6012,Imperial Star Destroyer Kuat Refit (112),External Racks (4)
6013,Quasar Fire I-class Cruiser-Carrier (54),Squall (7)
6013,Quasar Fire I-class Cruiser-Carrier (54),Skilled First Officer (1)
6013,Quasar Fire I-class Cruiser-Carrier (54),Flight Controllers (6)
6013,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
6013,Quasar Fire I-class Cruiser-Carrier (54),Expanded Hangar Bay (5)
6014,Imperial II-class Star Destroyer (120),Captain Needa (2)
6014,Imperial II-class Star Destroyer (120),Flight Controllers (6)
6014,Imperial II-class Star Destroyer (120),Expanded Hangar Bay (5)
6014,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
6014,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
6014,Imperial II-class Star Destroyer (120),Dual Turbolaser Turrets (4)
6015,Gladiator I-class Star Destroyer (56),Demolisher (10)
6015,Gladiator I-class Star Destroyer (56),Skilled First Officer (1)
6015,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
6015,Gladiator I-class Star Destroyer (56),External Racks (4)
6016,Consular-class Armed Cruiser (37),Radiant VII (1)
6016,Consular-class Armed Cruiser (37),Hondo Ohnaka (2)
6016,Consular-class Armed Cruiser (37),Bomber Command Center (8)
6017,Acclamator I-class Assault Ship (64),Nevoota Bee (5)
6017,Acclamator I-class Assault Ship (64),Ahsoka Tano (6)
6017,Acclamator I-class Assault Ship (64),Flight Controllers (6)
6017,Acclamator I-class Assault Ship (64),Expanded Hangar Bay (5)
6017,Acclamator I-class Assault Ship (64),Boosted Comms (4)
6018,Star Dreadnought Assault Prototype (250),Ravager (4)
6018,Star Dreadnought Assault Prototype (250),Governor Pryce (6)
6018,Star Dreadnought Assault Prototype (250),Expert Shield Tech (5)
6018,Star Dreadnought Assault Prototype (250),Intel Officer (7)
6018,Star Dreadnought Assault Prototype (250),Gunnery Team (7)
6018,Star Dreadnought Assault Prototype (250),Quad Laser Turrets (5)
6018,Star Dreadnought Assault Prototype (250),Point-Defense Reroute (5)
6018,Star Dreadnought Assault Prototype (250),Heavy Ion Emplacements (9)
6018,Star Dreadnought Assault Prototype (250),Leading Shots (5)
6018,Star Dreadnought Assault Prototype (250),Linked Turbolaser Towers (7)
6018,Star Dreadnought Assault Prototype (250),Quad Battery Turrets (5)
6019,Gozanti-class Cruisers (23),Darth Vader (4)
6019,Gozanti-class Cruisers (23),Comms Net (2)
6020,Providence-class Dreadnought (97),Invincible (5)
6020,Providence-class Dreadnought (97),Tikkes (2)
6020,Providence-class Dreadnought (97),Flight Controllers (6)
6020,Providence-class Dreadnought (97),Thermal Shields (5)
6020,Providence-class Dreadnought (97),Boosted Comms (4)
6020,Providence-class Dreadnought (97),Point Defense Ion Cannons (6)
6020,Providence-class Dreadnought (97),Linked Turbolaser Towers (7)
6021,Hardcell-class Transport (47),Rune Haako (4)
6021,Hardcell-class Transport (47),Hondo Ohnaka (2)
6021,Hardcell-class Transport (47),Bomber Command Center (8)
6022,Raider I-class Corvette (44),Corvus (2)
6023,Quasar Fire I-class Cruiser-Carrier (54),Squall (7)
6023,Quasar Fire I-class Cruiser-Carrier (54),Taskmaster Grint (5)
6023,Quasar Fire I-class Cruiser-Carrier (54),Flight Controllers (6)
6023,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
6023,Quasar Fire I-class Cruiser-Carrier (54),Expanded Hangar Bay (5)
6024,Imperial II-class Star Destroyer (120),Captain Needa (2)
6024,Imperial II-class Star Destroyer (120),Flight Controllers (6)
6024,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
6025,Gladiator I-class Star Destroyer (56),Demolisher (10)
6025,Gladiator I-class Star Destroyer (56),Commander Woldar (4)
6025,Gladiator I-class Star Destroyer (56),Fighter Coordination Team (3)
6025,Gladiator I-class Star Destroyer (56),External Racks (4)
6026,Venator II-class Star Destroyer (100),Adi Gallia (3)
6026,Venator II-class Star Destroyer (100),Flight Controllers (6)
6026,Venator II-class Star Destroyer (100),Flag Bridge (0)
6026,Venator II-class Star Destroyer (100),Thermal Shields (5)
6026,Venator II-class Star Destroyer (100),DBY-827 Heavy Turbolasers (3)
6026,Venator II-class Star Destroyer (100),Mercy Mission (5)
6027,Acclamator II-class Assault Ship (71),Implacable (4)
6027,Acclamator II-class Assault Ship (71),Clone Navigation Officer (4)
6027,Acclamator II-class Assault Ship (71),Clone Gunners (4)
6027,Acclamator II-class Assault Ship (71),Thermal Shields (5)
6027,Acclamator II-class Assault Ship (71),External Racks (4)
6027,Acclamator II-class Assault Ship (71),Linked Turbolaser Towers (7)
6028,Imperial II-class Star Destroyer (120),Captain Needa (2)
6028,Imperial II-class Star Destroyer (120),Weapons Battery Techs (4)
6028,Imperial II-class Star Destroyer (120),Early Warning System (7)
6028,Imperial II-class Star Destroyer (120),Heavy Ion Emplacements (9)
6028,Imperial II-class Star Destroyer (120),Linked Turbolaser Towers (7)
6029,Gladiator I-class Star Destroyer (56),Demolisher (10)
6029,Gladiator I-class Star Destroyer (56),Admiral Montferrat (5)
6029,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
6029,Gladiator I-class Star Destroyer (56),Engine Techs (8)
6029,Gladiator I-class Star Destroyer (56),Assault Proton Torpedoes (4)
6030,Quasar Fire I-class Cruiser-Carrier (54),Squall (7)
6030,Quasar Fire I-class Cruiser-Carrier (54),Flight Controllers (6)
6030,Quasar Fire I-class Cruiser-Carrier (54),Boosted Comms (4)
6030,Quasar Fire I-class Cruiser-Carrier (54),Expanded Hangar Bay (5)
6031,Gladiator II-class Star Destroyer (62),Demolisher (10)
6031,Gladiator II-class Star Destroyer (62),Governor Pryce (6)
6031,Gladiator II-class Star Destroyer (62),Ordnance Experts (4)
6031,Gladiator II-class Star Destroyer (62),External Racks (4)
6032,Acclamator I-class Assault Ship (64),Nevoota Bee (5)
6032,Acclamator I-class Assault Ship (64),Clone Captain Silver (4)
6032,Acclamator I-class Assault Ship (64),Flight Controllers (6)
6032,Acclamator I-class Assault Ship (64),Boosted Comms (4)
6032,Acclamator I-class Assault Ship (64),Flag Bridge (0)
6032,Acclamator I-class Assault Ship (64),Mercy Mission (5)
6033,Venator II-class Star Destroyer (100),Flight Controllers (6)
6033,Venator II-class Star Destroyer (100),Boosted Comms (4)
6033,Venator II-class Star Destroyer (100),Thermal Shields (5)
6034,Onager-class Testbed (116),Rakehell (4)
6034,Onager-class Testbed (116),Governor Pryce (6)
6034,Onager-class Testbed (116),Veteran Gunners (5)
6034,Onager-class Testbed (116),Ordnance Experts (4)
6034,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
6035,Interdictor Suppression Refit (90),Captain Needa (2)
6035,Interdictor Suppression Refit (90),Auxiliary Shields Team (3)
6035,Interdictor Suppression Refit (90),Disposable Capacitors (3)
6035,Interdictor Suppression Refit (90),Point Defense Ion Cannons (6)
6035,Interdictor Suppression Refit (90),G-8 Experimental Projector (8)
6035,Interdictor Suppression Refit (90),Grav Shift Reroute (2)
6036,Gozanti-class Cruisers (23),Hondo Ohnaka (2)
6036,Gozanti-class Cruisers (23),Parts Resupply (3)
6037,Gozanti-class Cruisers (23),Darth Vader (4)
6037,Gozanti-class Cruisers (23),Comms Net (2)
6038,Venator II-class Star Destroyer (100),Tranquility (7)
6038,Venator II-class Star Destroyer (100),Clone Navigation Officer (4)
6038,Venator II-class Star Destroyer (100),Ruthless Strategists (4)
6038,Venator II-class Star Destroyer (100),Expanded Hangar Bay (5)
6038,Venator II-class Star Destroyer (100),Thermal Shields (5)
6038,Venator II-class Star Destroyer (100),Ordnance Pods (3)
6038,Venator II-class Star Destroyer (100),Linked Turbolaser Towers (7)
6039,Pelta-class Transport Frigate (45),Projection Experts (6)
6039,Pelta-class Transport Frigate (45),Parts Resupply (3)
6040,Pelta-class Transport Frigate (45),Projection Experts (6)
6040,Pelta-class Transport Frigate (45),Comms Net (2)
6041,Modified Pelta-class Assault Ship (56),Phoenix Home (3)
6041,Modified Pelta-class Assault Ship (56),Ahsoka Tano (2)
6041,Modified Pelta-class Assault Ship (56),Raymus Antilles (7)
6041,Modified Pelta-class Assault Ship (56),Projection Experts (6)
6041,Modified Pelta-class Assault Ship (56),External Racks (4)
6041,Modified Pelta-class Assault Ship (56),Intensify Firepower! (6)
6042,Hammerhead Torpedo Corvette (36),Task Force Antilles (3)
6042,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
6042,Hammerhead Torpedo Corvette (36),External Racks (4)
6043,Hammerhead Torpedo Corvette (36),Task Force Antilles (3)
6043,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
6043,Hammerhead Torpedo Corvette (36),External Racks (4)
6044,Hammerhead Torpedo Corvette (36),Task Force Antilles (3)
6044,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
6044,Hammerhead Torpedo Corvette (36),External Racks (4)
6045,Hammerhead Torpedo Corvette (36),Task Force Antilles (3)
6045,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
6045,Hammerhead Torpedo Corvette (36),External Racks (4)
6046,Hammerhead Torpedo Corvette (36),Task Force Antilles (3)
6046,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
6046,Hammerhead Torpedo Corvette (36),External Racks (4)
6047,Hammerhead Torpedo Corvette (36),Task Force Antilles (3)
6047,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
6047,Hammerhead Torpedo Corvette (36),External Racks (4)
6048,Imperial II-class Star Destroyer (120),Captain Needa (2)
6048,Imperial II-class Star Destroyer (120),Flight Controllers (6)
6048,Imperial II-class Star Destroyer (120),Reserve Hangar Deck (4)
6048,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
6048,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
6048,Imperial II-class Star Destroyer (120),XI7 Turbolasers (6)
6049,Gladiator I-class Star Destroyer (56),Demolisher (10)
6049,Gladiator I-class Star Destroyer (56),Minister Tua (2)
6049,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
6049,Gladiator I-class Star Destroyer (56),Auxiliary Shields Team (3)
6049,Gladiator I-class Star Destroyer (56),Electronic Countermeasures (7)
6049,Gladiator I-class Star Destroyer (56),External Racks (4)
6050,Gozanti-class Cruisers (23),Suppressor (4)
6050,Gozanti-class Cruisers (23),Darth Vader (4)
6050,Gozanti-class Cruisers (23),Comms Net (2)
6051,MC80 Star Cruiser (96),Mon Karren (6)
6051,MC80 Star Cruiser (96),Expert Shield Tech (5)
6051,MC80 Star Cruiser (96),Caitken and Shollan (6)
6051,MC80 Star Cruiser (96),Engine Techs (8)
6051,MC80 Star Cruiser (96),SW-7 Ion Batteries (5)
6051,MC80 Star Cruiser (96),Spinal Armament (9)
6051,MC80 Star Cruiser (96),XI7 Turbolasers (6)
6052,Hammerhead Torpedo Corvette (36),Flight Commander (3)
6052,Hammerhead Torpedo Corvette (36),Flight Controllers (6)
6052,Hammerhead Torpedo Corvette (36),Expanded Hangar Bay (5)
6053,GR-75 Medium Transports (18),Bright Hope (2)
6053,GR-75 Medium Transports (18),Toryn Farr (7)
6053,GR-75 Medium Transports (18),Parts Resupply (3)
6054,GR-75 Medium Transports (18),Quantum Storm (1)
6054,GR-75 Medium Transports (18),Ezra Bridger (3)
6054,GR-75 Medium Transports (18),Munitions Resupply (3)
6055,Providence-class Carrier (102),Invincible (5)
6055,Providence-class Carrier (102),Rune Haako (4)
6055,Providence-class Carrier (102),Reserve Hangar Deck (4)
6055,Providence-class Carrier (102),Thermal Shields (5)
6055,Providence-class Carrier (102),Early Warning System (7)
6055,Providence-class Carrier (102),External Racks (4)
6055,Providence-class Carrier (102),Point Defense Ion Cannons (6)
6055,Providence-class Carrier (102),Linked Turbolaser Towers (7)
6056,Recusant-class Light Destroyer (85),Nova Defiant (4)
6056,Recusant-class Light Destroyer (85),Tikkes (2)
6056,Recusant-class Light Destroyer (85),Ordnance Experts (4)
6056,Recusant-class Light Destroyer (85),Reserve Hangar Deck (4)
6056,Recusant-class Light Destroyer (85),External Racks (4)
6056,Recusant-class Light Destroyer (85),Linked Turbolaser Towers (7)
6057,Gozanti-class Cruisers {CIS} (24),TI-99 (4)
6057,Gozanti-class Cruisers {CIS} (24),Flight Controllers (6)
6058,Providence-class Carrier {REB} (95),Toryn Farr (7)
6058,Providence-class Carrier {REB} (95),Hondo Ohnaka (2)
6058,Providence-class Carrier {REB} (95),Ordnance Experts (4)
6058,Providence-class Carrier {REB} (95),Fighter Coordination Team (3)
6058,Providence-class Carrier {REB} (95),Engine Techs (8)
6059,Nebulon-B Escort Frigate (57),Yavaris (5)
6059,Nebulon-B Escort Frigate (57),Major Derlin (7)
6059,Nebulon-B Escort Frigate (57),Auxiliary Shields Team (3)
6060,GR-75 Medium Transports (18),Wedge Antilles (4)
6060,GR-75 Medium Transports (18),Bomber Command Center (8)
6061,GR-75 Medium Transports (18),Comms Net (2)
6062,Starhawk-class Battleship Mark I (140),Concord (12)
6062,Starhawk-class Battleship Mark I (140),Captain Rex (5)
6062,Starhawk-class Battleship Mark I (140),Walex Blissex (5)
6062,Starhawk-class Battleship Mark I (140),Ordnance Experts (4)
6062,Starhawk-class Battleship Mark I (140),Phylon Q7 Tractor Beams (6)
6062,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
6062,Starhawk-class Battleship Mark I (140),Linked Turbolaser Towers (7)
6062,Starhawk-class Battleship Mark I (140),Magnite Crystal Tractor Beam Array (10)
6063,MC80 Star Cruiser (96),Hondo Ohnaka (2)
6063,MC80 Star Cruiser (96),Caitken and Shollan (6)
6063,MC80 Star Cruiser (96),SW-7 Ion Batteries (5)
6063,MC80 Star Cruiser (96),Spinal Armament (9)
6064,GR-75 Medium Transports (18),Bright Hope (2)
6064,GR-75 Medium Transports (18),Ahsoka Tano (2)
6064,GR-75 Medium Transports (18),Parts Resupply (3)
6065,MC30c Scout Frigate (69),Foresight (10)
6065,MC30c Scout Frigate (69),Intel Officer (7)
6065,MC30c Scout Frigate (69),Veteran Gunners (5)
6065,MC30c Scout Frigate (69),External Racks (4)
6065,MC30c Scout Frigate (69),Turbolaser Reroute Circuits (7)
6066,MC30c Scout Frigate (69),Admonition (10)
6066,MC30c Scout Frigate (69),Intel Officer (7)
6066,MC30c Scout Frigate (69),Caitken and Shollan (6)
6066,MC30c Scout Frigate (69),External Racks (4)
6066,MC30c Scout Frigate (69),Dual Turbolaser Turrets (4)
6067,CR90 Corvette A (44),Jaina's Light (5)
6067,CR90 Corvette A (44),Intel Officer (7)
6067,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
6068,GR-75 Medium Transports (18),Ahsoka Tano (2)
6068,GR-75 Medium Transports (18),Reserve Hangar Deck (4)
6068,GR-75 Medium Transports (18),Comms Net (2)
6069,GR-75 Medium Transports (18),Reserve Hangar Deck (4)
6070,MC30c Torpedo Frigate (63),Admonition (10)
6070,MC30c Torpedo Frigate (63),Ezra Bridger (3)
6070,MC30c Torpedo Frigate (63),Ordnance Experts (4)
6070,MC30c Torpedo Frigate (63),Cluster Bombs (5)
